timestamp,open,high,low,close,volume
2018-12-13,3535.6,3547.1,3317.0,3354.3,76222373.04
2018-12-12,3435.28,3617.4,3415.0,3535.6,74265794.63
2018-12-11,3524.8,3551.5,3381.8,3435.28,83009693.7
2018-12-10,3642.3,3709.7,3475.8,3524.8,80447395.98
2018-12-09,3506.0,3789.0,3465.4,3642.3,90374332.83
2018-12-08,3460.0,3800.1,3316.1,3506.0,135760289.62
2018-12-07,3531.0,3630.0,3277.6,3460.0,254063711.27
2018-12-06,3772.9,3922.7,3503.0,3531.0,218131793.82
2018-12-05,3981.9,4000.77,3750.0,3772.9,109684430.8
2018-12-04,3901.2,4135.9,3785.5,3981.9,133977730.72
2018-12-03,4173.0,4189.8,3830.1,3901.2,146870203.29
2018-12-02,4241.3,4369.8,4113.0,4173.0,102941696.07
2018-12-01,4039.5,4340.0,3964.5,4241.3,114784731.92
2018-11-30,4321.9,4368.8,3950.0,4039.5,175006992.02
2018-11-29,4305.0,4488.0,4167.2,4321.9,177210733.13
2018-11-28,3882.7,4447.6,3882.7,4305.0,274474031.15
2018-11-27,3864.1,3959.41,3684.1,3882.7,176640255.63
2018-11-26,4089.1,4207.1,3695.5,3864.1,249616173.56
2018-11-25,3929.9,4233.2,3657.6,4089.1,321001983.62
2018-11-24,4422.7,4529.0,3819.4,3929.9,211732113.57
2018-11-23,4369.6,4495.0,4210.0,4422.7,157466977.66
2018-11-22,4662.7,4723.7,4342.1,4369.6,130579599.46
2018-11-21,4571.0,4787.3,4412.3,4662.7,203826727.05
2018-11-20,4920.7,5056.27,4303.5,4571.0,545927989.89
2018-11-19,5659.5,5659.5,4855.0,4920.7,387294753.82
2018-11-18,5628.3,5745.6,5620.9,5659.5,53930945.98
2018-11-17,5655.7,5661.1,5569.1,5628.3,44584273.75
2018-11-16,5749.6,5777.5,5530.92,5655.7,104666368.21
2018-11-15,5922.4,5940.0,5432.0,5749.6,281942127.83
2018-11-14,6459.07,6485.8,5678.0,5922.4,417150478.28
2018-11-13,6446.9,6501.1,6397.1,6459.07,65332208.83
2018-11-12,6447.9,6481.0,6418.8,6446.9,47163665.29
2018-11-11,6431.1,6459.9,6357.8,6447.9,47078299.92
2018-11-10,6418.7,6469.3,6414.4,6431.1,21031407.99
2018-11-09,6475.3,6504.4,6385.0,6418.7,67683873.09
2018-11-08,6572.9,6585.0,6460.0,6475.3,75669897.32
2018-11-07,6522.2,6615.0,6511.0,6572.9,70566536.11
2018-11-06,6470.2,6527.7,6447.4,6522.2,47915589.46
2018-11-05,6491.7,6500.6,6435.3,6470.2,31154083.0
2018-11-04,6389.1,6529.4,6357.9,6491.7,57994489.65
2018-11-03,6427.0,6432.4,6323.0,6389.1,72941495.74
2018-11-02,6406.1,6456.1,6389.9,6427.0,52435142.88
2018-11-01,6368.39,6443.9,6352.9,6406.1,58559193.75
2018-10-31,6330.1,6419.8,6242.1,6368.39,63103796.22
2018-10-30,6346.5,6383.6,6302.0,6330.1,68228331.12
2018-10-29,6490.1,6512.0,6320.8,6346.5,125198760.71
2018-10-28,6500.2,6513.88,6451.0,6490.1,44327184.62
2018-10-27,6531.5,6560.0,6476.9,6500.2,45388946.91
2018-10-26,6528.0,6597.4,6511.0,6531.5,48566430.72
2018-10-25,6554.1,6568.7,6462.9,6528.0,56951294.18
2018-10-24,6550.0,6626.3,6536.0,6554.1,56248255.79
2018-10-23,6567.3,6591.6,6525.3,6550.0,58150098.92
2018-10-22,6590.9,6627.9,6535.1,6567.3,39976390.53
2018-10-21,6586.7,6660.8,6581.2,6590.9,29304687.66
2018-10-20,6525.1,6611.0,6511.0,6586.7,30545359.06
2018-10-19,6613.2,6639.5,6518.2,6525.1,73995276.09
2018-10-18,6736.0,6779.9,6566.7,6613.2,83816613.33
2018-10-17,6754.2,6794.0,6674.3,6736.0,59834386.04
2018-10-16,6742.0,6897.6,6669.1,6754.2,105941612.46
2018-10-15,6336.4,7788.0,6294.6,6742.0,587800439.81
2018-10-14,6326.5,6399.3,6302.5,6336.4,71504393.2
2018-10-13,6291.9,6333.7,6280.3,6326.5,36732503.39
2018-10-12,6251.9,6353.4,6220.3,6291.9,65596414.91
2018-10-11,6630.07,6630.07,6220.4,6251.9,263411060.64
2018-10-10,6663.0,6663.1,6513.53,6630.07,91269880.6
2018-10-09,6673.2,6682.0,6605.0,6663.0,54138899.1
2018-10-08,6609.4,6730.0,6585.9,6673.2,84867099.68
2018-10-07,6595.2,6640.4,6525.0,6609.4,38405707.71
2018-10-06,6639.9,6648.2,6563.7,6595.2,38280794.85
2018-10-05,6590.4,6741.44,6506.6,6639.9,82637324.34
2018-10-04,6503.2,6648.8,6495.2,6590.4,71370798.22
2018-10-03,6527.6,6555.1,6424.6,6503.2,92367971.94
2018-10-02,6601.9,6644.7,6467.9,6527.6,78103071.99
2018-10-01,6622.4,6660.0,6500.0,6601.9,67511869.64
2018-09-30,6597.3,6662.8,6529.6,6622.4,54645264.98
2018-09-29,6635.2,6635.2,6466.0,6597.3,109831355.24
2018-09-28,6691.2,6826.42,6541.9,6635.2,184677238.97
2018-09-27,6462.4,6745.0,6436.7,6691.2,113860257.37
2018-09-26,6442.8,6558.0,6382.5,6462.4,84598401.99
2018-09-25,6585.1,6585.1,6328.0,6442.8,128898926.13
2018-09-24,6710.0,6721.7,6555.0,6585.1,115723074.92
2018-09-23,6723.0,6785.9,6661.5,6710.0,57151074.42
2018-09-22,6762.1,6840.9,6636.0,6723.0,103109243.08
2018-09-21,6493.91,6790.5,6473.8,6762.1,234605337.62
2018-09-20,6390.9,6557.0,6340.0,6493.91,93457852.14
2018-09-19,6335.4,6525.8,6110.0,6390.9,156555659.59
2018-09-18,6252.0,6384.0,6228.1,6335.4,100346177.39
2018-09-17,6498.4,6543.3,6202.8,6252.0,138855236.34
2018-09-16,6512.8,6520.6,6401.9,6498.4,48314667.72
2018-09-15,6480.1,6572.2,6465.6,6512.8,54159419.75
2018-09-14,6489.0,6596.5,6376.2,6480.1,100490027.89
2018-09-13,6332.42,6528.4,6332.42,6489.0,117805914.08
2018-09-12,6290.9,6355.0,6202.8,6332.42,102325343.4
2018-09-11,6314.9,6399.6,6170.0,6290.9,103492072.05
2018-09-10,6239.9,6373.68,6219.0,6314.9,89366606.45
2018-09-09,6184.94,6447.8,6140.5,6239.9,95412358.05
2018-09-08,6397.0,6475.5,6119.5,6184.94,114399079.77
2018-09-07,6516.1,6549.5,6322.8,6397.0,132973646.11
2018-09-06,6704.0,6731.3,6302.2,6516.1,337954015.21
2018-09-05,7358.9,7404.0,6700.0,6704.0,366681692.0
2018-09-04,7267.8,7415.4,7246.2,7358.9,145456029.46
2018-09-03,7300.0,7360.0,7200.0,7267.8,154637944.1
2018-09-02,7197.4,7416.9,7135.3,7300.0,299002871.87
2018-09-01,7014.6,7269.9,7011.3,7197.4,138356034.18
2018-08-31,6986.0,7100.0,6881.6,7014.6,127538522.88
2018-08-30,7039.0,7060.0,6802.1,6986.0,158007419.0
2018-08-29,7079.9,7139.4,6924.27,7039.0,139637219.31
2018-08-28,6909.4,7127.9,6872.0,7079.9,197235107.63
2018-08-27,6707.0,6940.8,6652.7,6909.4,154013519.07
2018-08-26,6732.9,6789.0,6557.0,6707.0,104193264.65
2018-08-25,6693.6,6799.7,6670.0,6732.9,110848836.89
2018-08-24,6527.2,6728.6,6451.0,6693.6,129692080.73
2018-08-23,6362.1,6566.64,6350.0,6527.2,116530014.25
2018-08-22,6479.1,6899.0,6250.3,6362.1,316940382.88
2018-08-21,6255.9,6526.2,6245.0,6479.1,182500052.85
2018-08-20,6485.1,6524.0,6230.0,6255.9,194461177.72
2018-08-19,6391.2,6550.3,6309.3,6485.1,85956107.1
2018-08-18,6584.05,6619.5,6300.0,6391.2,124216024.16
2018-08-17,6315.6,6592.9,6290.0,6584.05,168772164.67
2018-08-16,6270.2,6476.7,6212.9,6315.6,159138721.67
2018-08-15,6189.0,6647.6,6180.01,6270.2,405891229.26
2018-08-14,6251.9,6251.9,5858.6,6189.0,310918885.17
2018-08-13,6313.9,6548.3,6137.6,6251.9,194986099.68
2018-08-12,6233.1,6499.0,6162.0,6313.9,142340923.31
2018-08-11,6146.7,6499.5,6008.1,6233.1,222971461.85
2018-08-10,6533.6,6573.8,6010.0,6146.7,270821409.67
2018-08-09,6280.7,6628.0,6183.0,6533.6,212106308.2
2018-08-08,6718.8,6720.1,6128.2,6280.7,324217413.37
2018-08-07,6941.2,7150.0,6677.0,6718.8,220473695.39
2018-08-06,7025.8,7153.6,6847.0,6941.2,123957813.77
2018-08-05,7013.22,7090.0,6890.0,7025.8,123180526.64
2018-08-04,7420.0,7492.2,6928.8,7013.22,211690412.57
2018-08-03,7535.2,7535.2,7282.1,7420.0,226404376.35
2018-08-02,7606.0,7713.0,7450.0,7535.2,134161524.98
2018-08-01,7731.3,7756.1,7440.2,7606.0,224258256.76
2018-07-31,8179.5,8179.5,7664.9,7731.3,337779783.1
2018-07-30,8221.0,8301.73,7861.2,8179.5,297960104.36
2018-07-29,8235.6,8313.3,8123.0,8221.0,83553959.28
2018-07-28,8188.0,8262.0,8067.2,8235.6,104433957.5
2018-07-27,7939.0,8291.0,7815.09,8188.0,266476948.87
2018-07-26,8178.4,8323.1,7869.6,7939.0,256249041.67
2018-07-25,8390.0,8488.1,8073.0,8178.4,296050005.39
2018-07-24,7718.9,8502.6,7690.0,8390.0,490709109.45
2018-07-23,7397.6,7812.9,7374.0,7718.9,329934961.16
2018-07-22,7403.4,7575.0,7329.1,7397.6,125560662.91
2018-07-21,7333.1,7459.0,7221.0,7403.4,81778072.33
2018-07-20,7473.5,7685.2,7273.1,7333.1,234637716.92
2018-07-19,7379.4,7560.0,7281.4,7473.5,164367053.07
2018-07-18,7319.8,7588.0,7246.5,7379.4,292175116.14
2018-07-17,6729.2,7483.9,6666.0,7319.8,316592618.06
2018-07-16,6347.2,6750.0,6327.1,6729.2,190390516.0
2018-07-15,6250.0,6389.0,6230.3,6347.2,64609535.39
2018-07-14,6220.0,6320.0,6179.2,6250.0,55502620.26
2018-07-13,6249.0,6339.9,6125.0,6220.0,124284898.06
2018-07-12,6377.8,6377.8,6079.9,6249.0,144338397.39
2018-07-11,6301.8,6407.9,6286.3,6377.8,103682065.34
2018-07-10,6666.9,6685.8,6260.1,6301.8,169553566.06
2018-07-09,6707.0,6820.0,6616.6,6666.9,105776967.91
2018-07-08,6761.8,6801.9,6669.9,6707.0,89510628.82
2018-07-07,6602.2,6837.0,6511.0,6761.8,87955369.89
2018-07-06,6531.7,6641.78,6451.9,6602.2,96991793.87
2018-07-05,6590.0,6704.7,6423.4,6531.7,147736305.36
2018-07-04,6509.0,6784.9,6414.1,6590.0,147038326.7
2018-07-03,6617.6,6675.2,6470.5,6509.0,113481158.31
2018-07-02,6349.7,6681.2,6275.0,6617.6,171535629.02
2018-07-01,6391.5,6439.9,6260.0,6349.7,71262027.81
2018-06-30,6208.1,6545.5,6195.2,6391.5,141720715.41
2018-06-29,5848.1,6302.0,5780.0,6208.1,188652525.19
2018-06-28,6133.09,6170.9,5822.3,5848.1,106826644.19
2018-06-27,6073.4,6192.7,5984.9,6133.09,110540087.52
2018-06-26,6246.6,6280.8,6050.2,6073.4,114190823.49
2018-06-25,6148.04,6341.0,6068.5,6246.6,165952361.5
2018-06-24,6151.93,6249.7,5755.0,6148.04,268869090.32
2018-06-23,6042.6,6259.0,6013.0,6151.93,124940081.25
2018-06-22,6715.2,6731.0,5910.8,6042.6,335779402.98
2018-06-21,6760.4,6788.8,6679.3,6715.2,71628297.19
2018-06-20,6735.5,6825.0,6560.0,6760.4,123733177.89
2018-06-19,6709.2,6848.2,6655.0,6735.5,116540181.13
2018-06-18,6438.4,6827.9,6370.77,6709.2,150860200.74
2018-06-17,6485.9,6573.0,6424.8,6438.4,55464373.5
2018-06-16,6385.0,6559.7,6330.0,6485.9,88159803.43
2018-06-15,6633.7,6659.0,6350.0,6385.0,127892576.02
2018-06-14,6295.1,6736.52,6269.5,6633.7,197450952.63
2018-06-13,6543.9,6611.7,6107.88,6295.1,276804573.74
2018-06-12,6873.3,6873.4,6436.1,6543.9,197909118.26
2018-06-11,6758.0,6899.0,6629.7,6873.3,150583212.34
2018-06-10,7498.5,7498.6,6630.0,6758.0,361863799.92
2018-06-09,7615.1,7685.0,7463.4,7498.5,50467056.59
2018-06-08,7688.9,7697.0,7543.6,7615.1,92098498.19
2018-06-07,7654.0,7756.3,7624.7,7688.9,83404764.88
2018-06-06,7621.9,7700.0,7491.7,7654.0,124490976.9
2018-06-05,7488.3,7675.0,7372.0,7621.9,121882924.46
2018-06-04,7718.0,7764.0,7451.1,7488.3,133657335.36
2018-06-03,7638.1,7779.0,7600.0,7718.0,104417170.37
2018-06-02,7521.0,7698.8,7441.5,7638.1,123627262.96
2018-06-01,7485.8,7599.8,7329.19,7521.0,141455168.42
2018-05-31,7375.12,7599.7,7338.0,7485.8,143522705.64
2018-05-30,7465.2,7560.0,7270.5,7375.12,163147111.12
2018-05-29,7097.9,7536.0,7040.0,7465.2,198139678.58
2018-05-28,7339.7,7437.7,7062.3,7097.9,189039280.71
2018-05-27,7327.7,7425.4,7211.1,7339.7,115619165.33
2018-05-26,7456.7,7624.1,7281.0,7327.7,102683254.89
2018-05-25,7576.7,7654.1,7318.2,7456.7,192775928.74
2018-05-24,7494.8,7729.83,7260.0,7576.7,289840367.15
2018-05-23,7977.85,8020.0,7403.0,7494.8,306082064.9
2018-05-22,8398.8,8408.28,7943.3,7977.85,165144229.36
2018-05-21,8523.6,8644.0,8309.1,8398.8,137587899.88
2018-05-20,8231.0,8597.9,8171.5,8523.6,127232890.21
2018-05-19,8238.9,8430.0,8140.2,8231.0,109560697.47
2018-05-18,8054.3,8277.2,7925.0,8238.9,184236039.07
2018-05-17,8336.1,8482.2,7982.5,8054.3,203331061.86
2018-05-16,8467.5,8492.7,8100.0,8336.1,265254056.38
2018-05-15,8670.8,8855.7,8415.0,8467.5,220646777.28
2018-05-14,8683.6,8884.5,8271.0,8670.8,314085399.91
2018-05-13,8470.8,8760.0,8318.3,8683.6,193696088.91
2018-05-12,8412.4,8631.7,8204.41,8470.8,306163209.3
2018-05-11,9018.0,9018.1,8333.8,8412.4,458657858.2
2018-05-10,9318.2,9393.9,9003.0,9018.0,214713650.93
2018-05-09,9184.7,9375.8,8980.0,9318.2,208046771.77
2018-05-08,9370.0,9471.0,9045.3,9184.7,232088224.65
2018-05-07,9658.7,9677.9,9182.7,9370.0,232769761.85
2018-05-06,9861.2,9964.0,9454.0,9658.7,250098474.77
2018-05-05,9703.0,9990.0,9685.0,9861.2,280281507.9
2018-05-04,9759.0,9848.0,9542.5,9703.0,233151571.67
2018-05-03,9236.4,9875.0,9161.0,9759.0,329445446.79
2018-05-02,9068.2,9279.9,8968.3,9236.4,180821070.42
2018-05-01,9240.6,9247.3,8817.97,9068.2,224495781.48
2018-04-30,9400.0,9450.0,9100.0,9240.6,208297373.75
2018-04-29,9345.7,9565.1,9180.0,9400.0,253905688.36
2018-04-28,8920.1,9437.6,8872.0,9345.7,317887455.72
2018-04-27,9269.9,9381.1,8888.6,8920.1,273120789.22
2018-04-26,8868.4,9308.0,8652.2,9269.9,359228351.05
2018-04-25,9646.8,9767.4,8765.1,8868.4,668976337.5
2018-04-24,8940.0,9745.0,8929.9,9646.8,530366998.95
2018-04-23,8791.4,9011.0,8769.0,8940.0,206738729.14
2018-04-22,8912.5,9048.2,8751.09,8791.4,262815187.57
2018-04-21,8865.4,9069.0,8616.0,8912.5,331168878.04
2018-04-20,8273.0,8937.5,8219.0,8865.4,408404618.56
2018-04-19,8171.0,8297.4,8104.0,8273.0,232308172.38
2018-04-18,7888.9,8237.2,7870.5,8171.0,218071064.86
2018-04-17,8056.2,8185.0,7823.0,7888.9,212819639.69
2018-04-16,8357.5,8415.5,7900.3,8056.2,263749559.65
2018-04-15,8003.0,8458.8,7997.2,8357.5,234537997.06
2018-04-14,7886.9,8185.0,7820.5,8003.0,206634688.21
2018-04-13,7912.0,8240.0,7739.1,7886.9,474891031.56
2018-04-12,6943.1,8087.0,6753.0,7912.0,671503176.68
2018-04-11,6837.1,7005.8,6794.0,6943.1,190667714.45
2018-04-10,6770.0,6897.4,6650.0,6837.1,170841649.19
2018-04-09,7023.9,7189.0,6611.0,6770.0,495916361.52
2018-04-08,6892.6,7126.0,6883.0,7023.9,201921442.76
2018-04-07,6610.0,7080.0,6599.9,6892.6,248688447.73
2018-04-06,6769.0,6864.0,6500.2,6610.0,273538524.1
2018-04-05,6785.9,6938.0,6564.9,6769.0,305581665.27
2018-04-04,7405.6,7422.0,6670.0,6785.9,347227436.68
2018-04-03,7053.3,7509.7,7019.9,7405.6,349662662.54
2018-04-02,6816.6,7132.0,6769.4,7053.3,307331586.85
2018-04-01,6925.4,7035.1,6425.1,6816.6,367964202.59
2018-03-31,6840.4,7222.0,6780.06,6925.4,472001891.08
2018-03-30,7094.0,7269.0,6549.9,6840.4,726470743.59
2018-03-29,7936.0,7973.0,6883.0,7094.0,537493533.1
2018-03-28,7784.6,8120.2,7702.1,7936.0,270258151.3
2018-03-27,8131.12,8210.0,7716.6,7784.6,395673039.36
2018-03-26,8445.0,8499.1,7835.9,8131.12,433288763.9
2018-03-25,8522.7,8674.4,8364.8,8445.0,255905054.93
2018-03-24,8914.4,9050.3,8460.0,8522.7,372217623.66
2018-03-23,8699.3,8917.6,8271.1,8914.4,371275500.99
2018-03-22,8888.2,9095.92,8450.0,8699.3,430220172.27
2018-03-21,8899.7,9177.5,8752.0,8888.2,372221050.43
2018-03-20,8600.2,9040.0,8305.1,8899.7,455322064.53
2018-03-19,8200.3,8717.0,8085.7,8600.2,591414182.71
2018-03-18,7845.0,8300.0,7240.0,8200.3,656987846.41
2018-03-17,8250.0,8367.0,7728.1,7845.0,380842416.49
2018-03-16,8250.0,8604.5,7902.0,8250.0,441514146.06
2018-03-15,8177.2,8418.0,7665.1,8250.0,644384004.54
2018-03-14,9135.2,9250.0,7916.0,8177.2,491027268.12
2018-03-13,9130.2,9482.4,8822.0,9135.2,556584542.07
2018-03-12,9527.7,9900.0,8770.0,9130.2,612606330.78
2018-03-11,8769.9,9729.0,8428.0,9527.7,627741870.48
2018-03-10,9216.2,9506.4,8670.9,8769.9,455648657.44
2018-03-09,9300.0,9428.0,8342.0,9216.2,842060926.88
2018-03-08,9910.6,10112.0,9025.0,9300.0,626410649.74
2018-03-07,10720.0,10899.0,9400.0,9910.6,735941360.18
2018-03-06,11402.0,11411.0,10567.0,10720.0,456474428.46
2018-03-05,11499.0,11700.0,11380.0,11402.0,305243757.71
2018-03-04,11454.0,11549.0,11050.0,11499.0,306478200.32
2018-03-03,11024.0,11530.0,11024.0,11454.0,333111704.99
2018-03-02,10923.0,11189.0,10762.0,11024.0,309043894.0
2018-03-01,10315.0,11095.0,10210.0,10923.0,343359812.16
2018-02-28,10582.0,11065.0,10261.0,10315.0,438588692.23
2018-02-27,10320.0,10888.0,10125.0,10582.0,404680373.36
2018-02-26,9581.9,10439.0,9359.9,10320.0,443925733.97
2018-02-25,9666.3,9840.0,9280.4,9581.9,288538180.73
2018-02-24,10144.0,10500.0,9350.3,9666.3,521930897.82
2018-02-23,9826.5,10395.0,9583.1,10144.0,567466843.89
2018-02-22,10450.0,10915.0,9740.0,9826.5,708331522.35
2018-02-21,11211.0,11239.0,10200.0,10450.0,799460974.32
2018-02-20,11172.0,11788.0,11100.0,11211.0,658532997.49
2018-02-19,10400.0,11250.0,10308.0,11172.0,531225259.41
2018-02-18,11062.0,11250.0,10122.0,10400.0,711575764.35
2018-02-17,10162.0,11084.0,10049.0,11062.0,550672754.27
2018-02-16,9996.0,10271.0,9670.0,10162.0,420392841.66
2018-02-15,9455.5,10176.0,9338.0,9996.0,646965183.08
2018-02-14,8511.6,9489.0,8511.6,9455.5,445269567.12
2018-02-13,8902.9,8952.9,8313.52,8511.6,331049587.85
2018-02-12,8070.5,9000.0,8069.58,8902.9,429033111.39
2018-02-11,8563.0,8570.0,7851.0,8070.5,419621875.87
2018-02-10,8678.1,9074.9,8151.3,8563.0,555946296.65
2018-02-09,8239.7,8750.0,7724.9,8678.1,509624165.13
2018-02-08,7586.9,8648.9,7565.0,8239.7,629028322.7
2018-02-07,7678.8,8488.9,7175.1,7586.9,830372193.27
2018-02-06,6947.2,7880.0,6000.0,7678.8,1291517770.73
2018-02-05,8185.2,8380.0,6651.0,6947.2,960180027.86
2018-02-04,9225.0,9410.0,7809.0,8185.2,576788337.39
2018-02-03,8890.9,9499.0,8180.0,9225.0,455149525.78
2018-02-02,9181.0,9213.0,7960.0,8890.9,1034590601.64
2018-02-01,10267.0,10336.0,8941.0,9181.0,731092225.8
2018-01-31,10171.0,10414.0,9760.0,10267.0,429226162.74
2018-01-30,11217.82,11250.0,9860.4,10171.0,610362193.54
2018-01-29,11829.0,11975.0,11070.0,11217.82,278683063.01
2018-01-28,11458.0,12190.0,11390.0,11829.0,337310640.94
2018-01-27,11069.0,11689.0,10800.0,11458.0,373115740.76
2018-01-26,11147.0,11700.0,10276.0,11069.0,604628155.35
2018-01-25,11391.0,11734.0,10845.0,11147.0,383853794.3
2018-01-24,10811.0,11557.89,10430.0,11391.0,478491148.67
2018-01-23,10779.0,11427.0,9900.0,10811.0,667370521.03
2018-01-22,11514.0,11900.0,10009.0,10779.0,704623899.22
2018-01-21,12731.0,12732.0,11015.0,11514.0,620965615.17
2018-01-20,11476.0,13017.0,11407.0,12731.0,560806146.98
2018-01-19,11031.0,11900.0,10647.0,11476.0,534833075.19
2018-01-18,11108.0,11904.0,10515.0,11031.0,953010219.6
2018-01-17,11063.0,11497.0,9231.1,11108.0,1360922999.16
2018-01-16,13601.0,13617.0,9940.0,11063.0,1467077034.11
2018-01-15,13558.0,14356.0,13300.0,13601.0,458336248.24
2018-01-14,14199.0,14393.0,12874.34,13558.0,468903936.3
2018-01-13,13794.0,14580.0,13750.0,14199.0,407386975.38
2018-01-12,13254.0,14100.0,12751.0,13794.0,508673420.02
2018-01-11,14900.0,14999.0,12646.0,13254.0,942489459.22
2018-01-10,14425.0,14901.0,13300.0,14898.0,791294597.1
