date,open,high,low,close,volume
2020-01-01 00:00:00,7208.3,7285.1,7185.4,7212.7,14993026.32
2020-01-02 00:00:00,7212.7,7225.8,6963.0,6989.4,34321807.28
2020-01-03 00:00:00,6989.4,7444.9,6909.3,7370.4,48359196.72
2020-01-04 00:00:00,7370.4,7422.0,7297.3,7369.83,31385540.36
2020-01-05 00:00:00,7370.3,7509.9,7315.8,7364.6,33105719.3
2020-01-06 00:00:00,7364.6,7785.0,7358.0,7757.9,64874323.8
2020-01-07 00:00:00,7757.9,8210.3,7741.9,8154.1,98096735.63
2020-01-08 00:00:00,8154.1,8442.0,7877.6,8036.8,96131138.38
2020-01-09 00:00:00,8036.8,8036.8,7756.0,7817.45,36842360.15
2020-01-10 00:00:00,7817.45,8185.9,7675.8,8183.0,62465691.66
2020-01-11 00:00:00,8183.0,8282.4,7991.8,8013.7,34520377.58
2020-01-12 00:00:00,8013.63,8174.7,7951.7,8174.7,25988431.58
2020-01-13 00:00:00,8174.7,8199.7,8053.6,8095.8,21018045.85
2020-01-14 00:00:00,8095.8,8829.0,8095.8,8775.0,142180337.82
2020-01-15 00:00:00,8775.0,8873.0,8560.1,8807.7,76709277.03
2020-01-16 00:00:00,8807.7,8839.9,8579.8,8720.6,46071195.53
2020-01-17 00:00:00,8720.6,9000.0,8674.2,8875.4,85935548.7
2020-01-18 00:00:00,8875.4,8965.0,8791.12,8891.6,30766362.59
2020-01-19 00:00:00,8891.6,9169.5,8450.0,8698.7,109108758.06
2020-01-20 00:00:00,8698.7,8741.1,8519.6,8638.2,35462879.64
2020-01-21 00:00:00,8638.2,8787.17,8500.0,8734.1,28115565.18
2020-01-22 00:00:00,8734.1,8799.9,8580.5,8663.9,20422153.03
2020-01-23 00:00:00,8663.9,8670.4,8296.0,8403.57,48177646.53
2020-01-24 00:00:00,8403.57,8523.0,8246.0,8447.13,29465412.81
2020-01-25 00:00:00,8447.13,8447.2,8280.0,8353.7,17540731.4
2020-01-26 00:00:00,8353.7,8631.6,8301.0,8621.5,29842126.14
2020-01-27 00:00:00,8621.5,9001.86,8585.0,8912.0,55252114.12
2020-01-28 00:00:00,8912.0,9414.0,8911.1,9397.0,83117277.09
2020-01-29 00:00:00,9397.0,9442.3,9242.2,9301.56,43061746.54
2020-01-30 00:00:00,9301.56,9550.0,9122.8,9512.71,84959333.76
2020-01-31 00:00:00,9512.71,9519.9,9220.3,9367.4,45592354.1
2020-02-01 00:00:00,9367.4,9476.4,9318.0,9408.0,23839500.26
2020-02-02 00:00:00,9408.0,9501.3,9165.0,9353.0,60475216.82
2020-02-03 00:00:00,9353.0,9628.6,9247.0,9309.3,63152069.08
2020-02-04 00:00:00,9309.3,9359.8,9112.5,9197.4,37519626.25
2020-02-05 00:00:00,9197.4,9731.9,9180.2,9612.0,102776055.04
2020-02-06 00:00:00,9612.0,9860.0,9547.0,9744.9,83312391.96
2020-02-07 00:00:00,9744.9,9860.0,9683.9,9805.2,36187557.62
2020-02-08 00:00:00,9805.2,9920.8,9657.8,9877.2,54312601.98
2020-02-09 00:00:00,9877.2,10165.0,9871.1,10151.0,96911069.39
2020-02-10 00:00:00,10151.0,10187.0,9701.0,9851.2,84381817.07
2020-02-11 00:00:00,9851.2,10316.0,9720.0,10247.0,85197401.81
2020-02-12 00:00:00,10247.0,10460.0,10238.0,10338.0,89988385.71
2020-02-13 00:00:00,10338.0,10491.0,10058.0,10222.0,92221604.02
2020-02-14 00:00:00,10222.0,10373.0,10101.0,10335.05,42316870.42
2020-02-15 00:00:00,10335.0,10373.0,9800.0,9900.9,64099074.36
2020-02-16 00:00:00,9900.9,10037.0,9651.3,9926.8,68270847.74
2020-02-17 00:00:00,9926.8,9969.2,9501.5,9708.0,90017090.61
2020-02-18 00:00:00,9708.0,10275.0,9625.8,10184.0,82121018.57
2020-02-19 00:00:00,10184.0,10310.0,9290.0,9592.4,136859180.62
2020-02-20 00:00:00,9592.4,9699.9,9359.7,9608.1,62162837.38
2020-02-21 00:00:00,9608.1,9760.3,9566.8,9692.9,107474071.31
2020-02-22 00:00:00,9692.9,9719.0,9565.1,9663.0,17799307.14
2020-02-23 00:00:00,9663.0,10001.0,9660.0,9985.0,72474151.24
2020-02-24 00:00:00,9985.0,10022.0,9441.2,9674.1,64033935.75
2020-02-25 00:00:00,9674.1,9691.9,9251.4,9327.5,80074231.38
2020-02-26 00:00:00,9327.5,9385.9,8652.7,8813.2,131034444.24
2020-02-27 00:00:00,8813.2,8975.0,8555.0,8825.6,73646392.67
2020-02-28 00:00:00,8825.6,8908.3,8455.1,8728.0,61300422.26
2020-02-29 00:00:00,8728.2,8829.0,8557.3,8561.5,21706866.01
2020-03-01 00:00:00,8561.5,8775.0,8460.0,8556.7,46260811.07
2020-03-02 00:00:00,8556.7,8990.8,8524.63,8938.4,46886621.87
2020-03-03 00:00:00,8938.4,8940.0,8686.2,8791.1,47007887.94
2020-03-04 00:00:00,8791.1,8877.7,8718.4,8788.6,36564634.64
2020-03-05 00:00:00,8788.6,9186.5,8788.6,9090.8,51781776.18
2020-03-06 00:00:00,9090.8,9199.7,9011.3,9180.6,28641963.56
2020-03-07 00:00:00,9180.6,9241.5,8867.4,8919.0,40549694.73
2020-03-08 00:00:00,8919.0,8919.0,8043.2,8074.0,215631674.63
2020-03-09 00:00:00,8074.0,8215.0,7700.0,7967.3,178075837.28
2020-03-10 00:00:00,7967.3,8180.0,7776.6,7913.8,81263734.2
2020-03-11 00:00:00,7913.8,8034.6,7634.8,7969.6,86029509.75
2020-03-12 00:00:00,7974.4,8001.7,4607.7,4873.1,707340178.13
2020-03-13 00:00:00,4873.1,5973.3,4000.0,5625.7,527138561.75
2020-03-14 00:00:00,5620.9,5682.4,5095.0,5218.2,100175263.8
2020-03-15 00:00:00,5218.2,5987.0,5133.0,5383.2,123554791.76
2020-03-16 00:00:00,5383.2,5388.9,4467.9,5058.5,203512458.42
2020-03-17 00:00:00,5058.5,5572.8,4956.3,5339.1,104487499.82
2020-03-18 00:00:00,5339.1,5487.96,5033.0,5416.2,111509848.66
2020-03-19 00:00:00,5416.2,6416.7,5264.6,6173.6,184847869.92
2020-03-20 00:00:00,6173.6,6929.8,5665.02,6206.5,197504256.59
2020-03-21 00:00:00,6206.5,6474.7,5882.4,6201.7,80062529.68
2020-03-22 00:00:00,6201.8,6410.9,5755.5,5820.1,98592862.43
2020-03-23 00:00:00,5820.1,6664.3,5677.0,6490.6,120959516.99
2020-03-24 00:00:00,6490.6,6840.0,6406.0,6762.09,110523932.79
2020-03-25 00:00:00,6762.09,6968.0,6430.2,6688.2,92081342.45
2020-03-26 00:00:00,6688.2,6790.8,6516.0,6751.9,44836987.88
2020-03-27 00:00:00,6751.9,6861.4,6256.0,6370.0,73089762.89
2020-03-28 00:00:00,6370.0,6371.9,6050.0,6250.0,80412627.77
2020-03-29 00:00:00,6249.5,6280.0,5892.6,5892.7,68025201.1
2020-03-30 00:00:00,5892.7,6636.0,5880.9,6407.6,78070196.91
2020-03-31 00:00:00,6407.6,6536.0,6349.7,6427.68,37114592.46
2020-04-01 00:00:00,6427.68,6726.5,6180.0,6675.0,71673932.24
2020-04-02 00:00:00,6675.0,7283.5,6580.0,6810.7,137953860.86
2020-04-03 00:00:00,6810.7,7049.1,6623.3,6741.0,68047652.2
2020-04-04 00:00:00,6741.0,7014.0,6660.0,6880.1,48605926.74
2020-04-05 00:00:00,6880.6,6917.9,6690.2,6780.2,38395173.09
2020-04-06 00:00:00,6780.2,7364.4,6775.1,7340.2,103954550.67
2020-04-07 00:00:00,7340.2,7454.3,7088.0,7203.0,87837137.93
2020-04-08 00:00:00,7203.0,7420.0,7151.64,7367.0,59805611.09
2020-04-09 00:00:00,7367.0,7370.7,7117.0,7293.7,56496718.9
2020-04-10 00:00:00,7293.7,7305.76,6756.3,6875.5,110132473.22
2020-04-11 00:00:00,6875.5,6957.8,6780.0,6884.5,27915783.52
2020-04-12 00:00:00,6884.5,7192.5,6797.6,6919.0,62395694.5
2020-04-13 00:00:00,6919.0,6919.0,6571.1,6848.7,85426607.8
2020-04-14 00:00:00,6848.7,6985.0,6762.6,6872.4,29588423.11
2020-04-15 00:00:00,6872.9,6940.6,6620.5,6633.72,40646200.9
2020-04-16 00:00:00,6633.72,7200.0,6500.4,7114.7,122691871.0
2020-04-17 00:00:00,7114.7,7160.5,7010.2,7045.8,33145178.31
2020-04-18 00:00:00,7045.8,7309.7,7031.1,7268.8,37450133.96
2020-04-19 00:00:00,7268.8,7285.4,7056.9,7133.3,33927238.77
2020-04-20 00:00:00,7133.3,7236.3,6766.0,6839.38,69794322.56
2020-04-21 00:00:00,6839.38,6958.8,6770.1,6850.0,44323672.58
2020-04-22 00:00:00,6849.94,7164.0,6826.18,7133.0,36331726.15
2020-04-23 00:00:00,7133.0,7773.9,7042.0,7498.9,121429566.68
2020-04-24 00:00:00,7498.9,7614.0,7420.1,7508.3,66238758.3
2020-04-25 00:00:00,7508.3,7700.0,7450.0,7538.5,39101191.41
2020-04-26 00:00:00,7538.5,7697.9,7473.5,7697.9,40483980.11
2020-04-27 00:00:00,7697.9,7777.7,7613.4,7777.6,53123665.63
2020-04-28 00:00:00,7777.6,7777.7,7655.8,7750.7,43363758.7
2020-04-29 00:00:00,7750.6,8918.0,7705.1,8778.7,254050592.99
2020-04-30 00:00:00,8778.7,9441.91,8416.0,8631.82,266597879.57
2020-05-01 00:00:00,8631.82,9070.0,8626.5,8822.8,69921000.11
2020-05-02 00:00:00,8822.8,9004.04,8756.2,8982.3,45058811.61
2020-05-03 00:00:00,8982.3,9198.0,8738.0,8899.8,87511170.06
2020-05-04 00:00:00,8899.8,8961.8,8517.0,8865.8,81637746.64
2020-05-05 00:00:00,8865.8,9124.8,8758.6,9020.1,68962397.69
2020-05-06 00:00:00,9020.1,9418.0,8913.57,9152.47,80364234.93
2020-05-07 00:00:00,9152.47,10045.0,9029.0,9979.6,191298664.36
2020-05-08 00:00:00,9979.6,10025.0,9705.0,9792.4,120650121.44
2020-05-09 00:00:00,9792.4,9900.0,9463.99,9537.8,79707739.71
2020-05-10 00:00:00,9537.8,9559.0,8101.0,8722.2,221932069.74
2020-05-11 00:00:00,8722.2,9142.0,8200.0,8555.1,178373334.01
2020-05-12 00:00:00,8555.1,8968.0,8526.4,8811.4,49620834.6
2020-05-13 00:00:00,8811.4,9408.0,8799.5,9312.0,90554326.97
2020-05-14 00:00:00,9312.0,9938.7,9266.2,9790.95,123569448.76
2020-05-15 00:00:00,9790.95,9848.9,9130.2,9311.2,106921540.56
2020-05-16 00:00:00,9311.2,9580.0,9222.0,9387.95,39072789.58
2020-05-17 00:00:00,9387.95,9883.5,9329.7,9668.2,93507424.24
2020-05-18 00:00:00,9668.2,9944.0,9450.0,9714.83,89136756.61
2020-05-19 00:00:00,9714.83,9878.0,9457.8,9769.4,54073786.56
2020-05-20 00:00:00,9769.4,9842.7,9301.0,9502.0,91547478.78
2020-05-21 00:00:00,9502.0,9564.1,8815.3,9057.2,104052619.34
2020-05-22 00:00:00,9057.2,9269.0,8935.4,9162.4,34915892.76
2020-05-23 00:00:00,9162.4,9304.0,9072.8,9174.6,22574114.38
2020-05-24 00:00:00,9174.6,9300.0,8688.0,8710.1,60482462.66
2020-05-25 00:00:00,8710.1,8963.7,8620.0,8902.0,49139105.56
2020-05-26 00:00:00,8902.0,9013.3,8704.9,8845.5,34878579.14
2020-05-27 00:00:00,8845.5,9225.0,8822.2,9210.3,49561036.81
2020-05-28 00:00:00,9210.2,9630.3,9118.2,9589.3,71468753.87
2020-05-29 00:00:00,9589.3,9618.8,9352.0,9426.1,36694838.46
2020-05-30 00:00:00,9426.1,9750.0,9323.3,9706.4,58713635.94
2020-05-31 00:00:00,9706.4,9707.2,9402.6,9451.1,35179128.73
2020-06-01 00:00:00,9451.1,10398.0,9421.76,10225.98,132763447.0
2020-06-02 00:00:00,10225.98,10252.0,9150.0,9526.97,185528140.52
2020-06-03 00:00:00,9526.97,9689.8,9400.0,9676.6,24699640.78
2020-06-04 00:00:00,9676.6,9882.1,9461.0,9790.7,41441408.15
2020-06-05 00:00:00,9790.7,9865.8,9620.4,9620.4,35218955.1
2020-06-06 00:00:00,9620.4,9742.3,9552.61,9668.4,18737403.56
2020-06-07 00:00:00,9668.4,9814.0,9393.8,9747.1,45075843.5
2020-06-08 00:00:00,9749.8,9800.0,9647.1,9784.4,22879399.04
2020-06-09 00:00:00,9784.4,9876.0,9577.9,9771.9,32845472.66
2020-06-10 00:00:00,9898.8,9898.8,9775.0,9775.0,439.0
2020-06-11 00:00:00,9901.9,9972.8,9084.0,9272.2,149552137.98
2020-06-12 00:00:00,9272.2,9544.0,9246.0,9468.3,47520420.83
2020-06-13 00:00:00,9468.3,9498.6,9363.6,9480.88,17397404.77
2020-06-14 00:00:00,9480.88,9486.0,9262.0,9344.75,25277566.38
2020-06-15 00:00:00,9344.75,9530.9,8914.9,9434.9,93394768.96
2020-06-16 00:00:00,9434.9,9590.0,9388.0,9534.4,32736778.76
2020-06-17 00:00:00,9534.4,9566.0,9260.0,9473.4,29627063.95
2020-06-18 00:00:00,9473.4,9496.9,9285.0,9400.0,15578713.99
2020-06-19 00:00:00,9400.0,9444.1,9237.0,9315.5,24444500.17
2020-06-20 00:00:00,9315.5,9406.6,9178.0,9371.3,17378283.42
2020-06-21 00:00:00,9371.3,9431.2,9292.0,9301.0,12526283.96
2020-06-22 00:00:00,9301.0,9795.0,9285.2,9697.73,56103694.51
2020-06-23 00:00:00,9697.73,9724.0,9589.7,9635.2,33065161.21
2020-06-24 00:00:00,9635.2,9684.1,9212.0,9312.1,51954470.83
2020-06-25 00:00:00,9305.2,9349.0,9011.0,9257.03,51127658.95
2020-06-26 00:00:00,9257.03,9299.0,9054.1,9173.1,33470201.37
2020-06-27 00:00:00,9173.1,9202.5,8855.0,9015.3,30427092.61
2020-06-28 00:00:00,9015.3,9193.19,8946.6,9125.37,19172577.32
2020-06-29 00:00:00,9125.37,9244.0,9018.13,9194.43,33179950.78
2020-06-30 00:00:00,9194.43,9206.46,9077.0,9150.7,16783447.7
2020-07-01 00:00:00,9150.65,9298.0,9109.4,9239.9,20214604.05
2020-07-02 00:00:00,9239.9,9266.2,8950.0,9100.0,34521966.09
2020-07-03 00:00:00,9100.0,9135.5,9056.7,9073.2,9893008.6
2020-07-04 00:00:00,9073.2,9204.0,9060.0,9147.7,10320468.16
2020-07-05 00:00:00,9147.7,9152.31,8918.0,9084.28,18844754.76
2020-07-06 00:00:00,9084.28,9389.59,9075.8,9361.1,39456828.95
2020-07-07 00:00:00,9361.1,9389.41,9211.1,9267.51,15142527.26
2020-07-08 00:00:00,9267.51,9497.2,9256.0,9447.0,35873218.37
2020-07-09 00:00:00,9447.0,9451.7,9175.0,9248.86,34480003.28
2020-07-10 00:00:00,9248.86,9324.6,9133.1,9304.6,12921645.96
2020-07-11 00:00:00,9304.6,9311.8,9200.1,9246.3,7518799.48
2020-07-12 00:00:00,9246.3,9368.4,9175.0,9315.8,17297484.28
2020-07-13 00:00:00,9315.8,9350.0,9220.0,9252.0,17922370.17
2020-07-14 00:00:00,9252.0,9287.3,9107.0,9263.4,20217051.61
2020-07-15 00:00:00,9263.4,9280.0,9179.0,9210.1,8283572.62
2020-07-16 00:00:00,9210.1,9227.2,9026.6,9149.6,26170858.03
2020-07-17 00:00:00,9149.6,9194.0,9102.1,9167.33,9460234.38
2020-07-18 00:00:00,9167.33,9217.1,9120.1,9189.1,10757469.51
2020-07-19 00:00:00,9189.1,9299,9111.8,9231.2,13123054.204717700
2020-07-20 00:00:00,9231.2,9238.2,9154.5,9179.2,12837902.49395890
2020-07-21 00:00:00,9179.2,9457.2,9174.4179114,9402,49530075.47591930
2020-07-22 00:00:00,9402.1,9642.400000000000,9305,9557.7,38637592.708206200
2020-07-23 00:00:00,9557.7,9685.432286840000,9475,9615,44517406.112381000
2020-07-24 00:00:00,9615.0,9644.000000000000,9469.65964973,9559.1,21420622.935310400
2020-07-25 00:00:00,9559.00520597,9754.5,9555.5,9714.89020414,24488706.069174200
2020-07-26 00:00:00,9714.9,10190,9674.8,9948.400000000000,86547565.84164800
2020-07-27 00:00:00,9948.4,11379.000000000000,9944.9,11043.96287976,214564262.20293700
2020-07-28 00:00:00,11044.32215834,11263,10590,10932,104614258.0681990
2020-07-29 00:00:00,10931.55841463,11355,10851,11117,95741565.34282350
2020-07-30 00:00:00,11117.39512086,11189.20867739,10855.80732708,11123.000000000000,46148102.61864650
2020-07-31 00:00:00,11122.78517118,11440,10990,11350,64073303.256368
2020-08-01 00:00:00,11350.0,11843,11227,11804.7440126,118720389.70688000
2020-08-02 00:00:00,11805.0,12097,10548,11053.77256233,139419629.36531300
2020-08-03 00:00:00,11058.83877657,11456,10943,11226.521728390000,44707701.5624142
2020-08-04 00:00:00,11226.99217374,11396,11003,11184,35826466.29978350
2020-08-05 00:00:00,11187.0,11800,11085,11735.813916340000,64145452.1300247
2020-08-06 00:00:00,11735.93261188,11890,11557,11759,45092109.21321110
2020-08-07 00:00:00,11759.0,11900,11326,11580.04081238,57689582.3171605
2020-08-08 00:00:00,11580.04081238,11796,11523,11764,21598463.34845130
2020-08-09 00:00:00,11763.0,11788,11530,11675.32006989,18123670.4857659
2020-08-10 00:00:00,11675.32006989,12065,11450,11892,75286829.7748565
2020-08-11 00:00:00,11893.0,11943,11123,11379,79039183.20456870
2020-08-12 00:00:00,11379.0,11613.978698440000,11100,11583,47833227.300702
2020-08-13 00:00:00,11583.0,11822,11279,11792.460075980000,65189160.444213400
2020-08-14 00:00:00,11793.16904862,11869.000000000000,11650.03890904,11761.000000000000,54201311.15372280
2020-08-15 00:00:00,11762.0,11997,11705,11873.41825354,47266057.92223670
2020-08-16 00:00:00,11873.41825354,11944,11705,11925,31814040.02769770
2020-08-17 00:00:00,11924.02573127,12490,11675,12300,118182188.78530200
2020-08-18 00:00:00,12303.0,12405,11814,11961.83967646,84819280.29630530
2020-08-19 00:00:00,11961.83967646,12025.259740000000,11608.59604692,11778,72985515.82253100
2020-08-20 00:00:00,11778.02622206,11902,11680,11884.677714000000,31935795.2013328
2020-08-21 00:00:00,11884.677714,11899,11500,11531,70179853.51999
2020-08-22 00:00:00,11527.0,11703,11390,11685,39391935.87246
2020-08-23 00:00:00,11683.0,11736,11538,11663,22265886.94112630
2020-08-24 00:00:00,11663.0,11847,11605,11768,23062393.13009340
2020-08-25 00:00:00,11765.0,11778,11137,11341.400666900000,68591869.02516680
2020-08-26 00:00:00,11341.0,11546.000000000000,11219.88888,11471.100960000000,27880037.744673500
2020-08-27 00:00:00,11472.0,11609,11145,11343,53619393.7438722
2020-08-28 00:00:00,11343.0,11567,11303,11545,22883502.50193950
2020-08-29 00:00:00,11544.621284,11606.342398870000,11450,11492,17415310.5466715
2020-08-30 00:00:00,11492.0,11730,11480,11730,24141944.717212
2020-08-31 00:00:00,11729.89978204,11790,11600,11671,26018613.722908
2020-09-01 00:00:00,11671.23323392,12067,11552,11942,57995446.16568830
2020-09-02 00:00:00,11942.89423579,11975,11183,11408,69242897.80653430
2020-09-03 00:00:00,11400.841462,11460.98620262,9990.9,10170.000000000000,158695582.48812700
2020-09-04 00:00:00,10166.13513,10644.0,9965.7,10484.74763252,142482533.466982
2020-09-05 00:00:00,10484.07051575,10593.0,9925.5,10196.86489828,86745892.7098168
2020-09-06 00:00:00,10197.0,10365.07422046,10031.0,10276.0,28317192.9998174
2020-09-07 00:00:00,10275.9676,10430.0,9913.8,10397.0,65521389.662947800
2020-09-08 00:00:00,10400.0,10464.0,9882.4,10148.0,68612032.0387176
2020-09-09 00:00:00,10150.0,10359.0,10010.0,10240.0,24638949.354598400
2020-09-10 00:00:00,10241.0,10516.0,10233.0879672,10355.0,36801412.97181430
2020-09-11 00:00:00,10354.0,10438.0,10197.0,10405.0,25684525.680089800
2020-09-12 00:00:00,10404.94752176,10492.0,10287.0,10458.0,14998371.53415800
2020-09-13 00:00:00,10459.0,10623.0,10231.0,10331.0,41788746.50778470
2020-09-14 00:00:00,10331.0,10773.0,10259.0,10690.0,39419487.4098398
2020-09-15 00:00:00,10689.93207785,10944.0,10645.0,10797.0,53879291.718202400
2020-09-16 00:00:00,10797.99361605,11104.97665904,10682.0,10971.25116264,52648119.01760180
2020-09-17 00:00:00,10971.45422468,11069.17646505,10765.936272,10959.0,27570904.369548900
2020-09-18 00:00:00,10959.0,11064.0,10825.0,10957.17348137,24716998.748856400
2020-09-19 00:00:00,10957.05507792,11185.0,10920.0,11098.0,27387980.443777700
2020-09-20 00:00:00,11098.0,11098.0,10779.0,10934.54183144,19889179.69292870
2020-09-21 00:00:00,10935.0,11000.0,10321.0,10435.0,62743280.54194190
2020-09-22 00:00:00,10435.0,10597.0,10377.0,10549.0,25452229.97329090
2020-09-23 00:00:00,10549.621726,10555.0,10152.0,10263.0,31745131.82620330
2020-09-24 00:00:00,10266.0,10842.0,10222.0,10754.0,34366795.217240900
2020-09-25 00:00:00,10752.0,10774.0,10580.0,10708.0,25181391.18078260
2020-09-26 00:00:00,10708.0,10841.0,10675.0,10750.0,10106241.0671825
2020-09-27 00:00:00,10750.90937072,10824.0,10594.0,10803.0,18957331.396309000
2020-09-28 00:00:00,10804.0,10986.0,10656.20638633,10714.0,40645321.79177670
2020-09-29 00:00:00,10713.0,10889.0,10654.0,10856.0,19464988.77530620
2020-09-30 00:00:00,10857.0,10866.00570211,10684.0,10795.0,16240138.0301492
2020-10-01 00:00:00,10797.0,10975.126364,10460.0,10634.0,60424017.6121153
2020-10-02 00:00:00,10633.0,10686.0,10391.0,10586.0,39564282.47232110
2020-10-03 00:00:00,10586.0,10616.0,10513.0,10558.58697865,8805551.130618410
2020-10-04 00:00:00,10558.00112605,10713.0,10541.0,10687.0,17407571.33662270
2020-10-05 00:00:00,10687.0,10816.0,10637.0,10807.0,19274063.24212900
2020-10-06 00:00:00,10807.0,10819.959108,10548.0,10613.705256,34167305.372290900
2020-10-07 00:00:00,10613.0,10691.0,10563.0,10687.0,17846424.718816000
2020-10-08 00:00:00,10687.32291769,10971.0,10541.0,10943.0,39846116.24273460
2020-10-09 00:00:00,10942.901982,11133.99746703,10853.1165156,11071.0,28453223.0870614
